2D Network settings: o=[ 4.0 18.0 ] nConns=100 nHidden=22 trials=68

run,hemisphere,global_target,local_target,nConns,nHidden
1,1,0.03822,0.04537, 100,  22
2,1,0.04743,0.03120, 100,  22
3,1,0.05169,0.02224, 100,  22
4,1,0.04630,0.03173, 100,  22
5,1,0.04356,0.03138, 100,  22
6,1,0.03644,0.03520, 100,  22
7,1,0.03515,0.04271, 100,  22
8,1,0.04311,0.03495, 100,  22
9,1,0.03619,0.03560, 100,  22
10,1,0.01574,0.06936, 100,  22
11,1,0.04033,0.02983, 100,  22
12,1,0.05381,0.02787, 100,  22
13,1,0.02655,0.04774, 100,  22
14,1,0.03045,0.04430, 100,  22
15,1,0.04076,0.02511, 100,  22
16,1,0.03761,0.02869, 100,  22
17,1,0.06178,0.01712, 100,  22
18,1,0.03156,0.03492, 100,  22
19,1,0.03164,0.04122, 100,  22
20,1,0.03995,0.02914, 100,  22
21,1,0.02672,0.05440, 100,  22
22,1,0.03984,0.02260, 100,  22
23,1,0.03177,0.03314, 100,  22
24,1,0.02531,0.03888, 100,  22
25,1,0.02490,0.05253, 100,  22
26,1,0.03816,0.02691, 100,  22
27,1,0.04985,0.03866, 100,  22
28,1,0.03353,0.03150, 100,  22
29,1,0.02454,0.05117, 100,  22
30,1,0.03710,0.02857, 100,  22
31,1,0.04331,0.02520, 100,  22
32,1,0.03403,0.04356, 100,  22
33,1,0.03951,0.03933, 100,  22
34,1,0.03063,0.03177, 100,  22
35,1,0.02758,0.04425, 100,  22
36,1,0.02921,0.03798, 100,  22
37,1,0.03005,0.03373, 100,  22
38,1,0.03198,0.04775, 100,  22
39,1,0.03377,0.04134, 100,  22
40,1,0.04092,0.03576, 100,  22
41,1,0.04969,0.03426, 100,  22
42,1,0.03393,0.03845, 100,  22
43,1,0.03152,0.03273, 100,  22
44,1,0.02698,0.04740, 100,  22
45,1,0.03592,0.03950, 100,  22
46,1,0.03613,0.04569, 100,  22
47,1,0.04892,0.02785, 100,  22
48,1,0.03489,0.03091, 100,  22
49,1,0.03284,0.05145, 100,  22
50,1,0.03917,0.03488, 100,  22
51,1,0.04606,0.02682, 100,  22
52,1,0.02103,0.06751, 100,  22
53,1,0.03770,0.04184, 100,  22
54,1,0.04026,0.03169, 100,  22
55,1,0.04430,0.03172, 100,  22
56,1,0.04188,0.03349, 100,  22
57,1,0.03482,0.05923, 100,  22
58,1,0.04726,0.02316, 100,  22
59,1,0.04483,0.03331, 100,  22
60,1,0.04801,0.03856, 100,  22
61,1,0.03861,0.04278, 100,  22
62,1,0.04325,0.03208, 100,  22
63,1,0.03641,0.03488, 100,  22
64,1,0.04935,0.02939, 100,  22
65,1,0.02795,0.04724, 100,  22
66,1,0.03030,0.03796, 100,  22
67,1,0.04086,0.03474, 100,  22
68,1,0.03162,0.03752, 100,  22
1,2,0.03857,0.04266, 100,  22
2,2,0.03417,0.04094, 100,  22
3,2,0.03003,0.04533, 100,  22
4,2,0.03672,0.02222, 100,  22
5,2,0.03826,0.04101, 100,  22
6,2,0.02384,0.04768, 100,  22
7,2,0.03782,0.04131, 100,  22
8,2,0.03710,0.02787, 100,  22
9,2,0.02100,0.05906, 100,  22
10,2,0.03035,0.05418, 100,  22
11,2,0.02608,0.05873, 100,  22
12,2,0.03668,0.03877, 100,  22
13,2,0.03820,0.03863, 100,  22
14,2,0.03006,0.04401, 100,  22
15,2,0.02627,0.04383, 100,  22
16,2,0.03794,0.03954, 100,  22
17,2,0.03096,0.03779, 100,  22
18,2,0.02374,0.05194, 100,  22
19,2,0.03112,0.04929, 100,  22
20,2,0.03104,0.04931, 100,  22
21,2,0.03071,0.05219, 100,  22
22,2,0.03154,0.04039, 100,  22
23,2,0.03907,0.03671, 100,  22
24,2,0.03530,0.03453, 100,  22
25,2,0.04577,0.04084, 100,  22
26,2,0.02528,0.04611, 100,  22
27,2,0.03549,0.04006, 100,  22
28,2,0.02916,0.04152, 100,  22
29,2,0.01537,0.05947, 100,  22
30,2,0.03502,0.03644, 100,  22
31,2,0.03991,0.04165, 100,  22
32,2,0.03844,0.03692, 100,  22
33,2,0.03308,0.04868, 100,  22
34,2,0.02016,0.05863, 100,  22
35,2,0.02575,0.03854, 100,  22
36,2,0.02716,0.05903, 100,  22
37,2,0.03045,0.04078, 100,  22
38,2,0.04078,0.04589, 100,  22
39,2,0.04337,0.02987, 100,  22
40,2,0.04611,0.03141, 100,  22
41,2,0.02995,0.04759, 100,  22
42,2,0.03108,0.04281, 100,  22
43,2,0.02630,0.05111, 100,  22
44,2,0.03233,0.03675, 100,  22
45,2,0.04177,0.04055, 100,  22
46,2,0.02376,0.05763, 100,  22
47,2,0.03743,0.03225, 100,  22
48,2,0.04487,0.02793, 100,  22
49,2,0.02615,0.04661, 100,  22
50,2,0.02549,0.04600, 100,  22
51,2,0.02535,0.03974, 100,  22
52,2,0.03372,0.05381, 100,  22
53,2,0.04583,0.03665, 100,  22
54,2,0.03474,0.03615, 100,  22
55,2,0.02779,0.05219, 100,  22
56,2,0.02426,0.04973, 100,  22
57,2,0.03643,0.03992, 100,  22
58,2,0.02466,0.05115, 100,  22
59,2,0.03575,0.03206, 100,  22
60,2,0.02748,0.04545, 100,  22
61,2,0.02364,0.06007, 100,  22
62,2,0.03049,0.05419, 100,  22
63,2,0.03758,0.03848, 100,  22
64,2,0.03481,0.02949, 100,  22
65,2,0.03684,0.04148, 100,  22
66,2,0.03098,0.04130, 100,  22
67,2,0.03291,0.03990, 100,  22
68,2,0.02565,0.05099, 100,  22
