2D Network settings: o=[ 4.0 18.0 ] nConns=100 nHidden=22 trials=68

run,hemisphere,global_target,local_target,nConns,nHidden
1,1,0.03738,0.05305, 100,  22
2,1,0.04522,0.03278, 100,  22
3,1,0.05829,0.02037, 100,  22
4,1,0.05119,0.03100, 100,  22
5,1,0.04313,0.03426, 100,  22
6,1,0.03624,0.04464, 100,  22
7,1,0.04260,0.04019, 100,  22
8,1,0.04385,0.03731, 100,  22
9,1,0.04243,0.03926, 100,  22
10,1,0.01581,0.07282, 100,  22
11,1,0.04266,0.03177, 100,  22
12,1,0.06165,0.02923, 100,  22
13,1,0.02312,0.05336, 100,  22
14,1,0.03201,0.04845, 100,  22
15,1,0.04269,0.02530, 100,  22
16,1,0.04671,0.03006, 100,  22
17,1,0.06022,0.01775, 100,  22
18,1,0.02789,0.05174, 100,  22
19,1,0.02995,0.04483, 100,  22
20,1,0.04413,0.03215, 100,  22
21,1,0.03026,0.05409, 100,  22
22,1,0.03839,0.02952, 100,  22
23,1,0.04368,0.02762, 100,  22
24,1,0.02387,0.04627, 100,  22
25,1,0.02585,0.06099, 100,  22
26,1,0.03970,0.02583, 100,  22
27,1,0.05630,0.03754, 100,  22
28,1,0.03630,0.03199, 100,  22
29,1,0.02346,0.05681, 100,  22
30,1,0.04394,0.02705, 100,  22
31,1,0.04527,0.02568, 100,  22
32,1,0.03919,0.04316, 100,  22
33,1,0.04207,0.03814, 100,  22
34,1,0.03346,0.02821, 100,  22
35,1,0.02307,0.05301, 100,  22
36,1,0.02854,0.04335, 100,  22
37,1,0.04374,0.02717, 100,  22
38,1,0.03058,0.05102, 100,  22
39,1,0.03743,0.04573, 100,  22
40,1,0.04087,0.03711, 100,  22
41,1,0.05326,0.03532, 100,  22
42,1,0.04006,0.03443, 100,  22
43,1,0.02653,0.03791, 100,  22
44,1,0.02416,0.05889, 100,  22
45,1,0.04184,0.03851, 100,  22
46,1,0.03744,0.04592, 100,  22
47,1,0.05813,0.02803, 100,  22
48,1,0.04024,0.03187, 100,  22
49,1,0.02999,0.05662, 100,  22
50,1,0.04732,0.03669, 100,  22
51,1,0.05520,0.02857, 100,  22
52,1,0.01922,0.06416, 100,  22
53,1,0.03189,0.04603, 100,  22
54,1,0.02952,0.04147, 100,  22
55,1,0.04555,0.03298, 100,  22
56,1,0.05271,0.03509, 100,  22
57,1,0.03990,0.06134, 100,  22
58,1,0.06420,0.01749, 100,  22
59,1,0.05027,0.03563, 100,  22
60,1,0.04130,0.04740, 100,  22
61,1,0.03270,0.05392, 100,  22
62,1,0.05012,0.03226, 100,  22
63,1,0.04418,0.03664, 100,  22
64,1,0.05095,0.02998, 100,  22
65,1,0.02835,0.05303, 100,  22
66,1,0.02863,0.04201, 100,  22
67,1,0.04369,0.03328, 100,  22
68,1,0.03274,0.04227, 100,  22
1,2,0.03219,0.04931, 100,  22
2,2,0.03380,0.04890, 100,  22
3,2,0.03265,0.04515, 100,  22
4,2,0.03726,0.02374, 100,  22
5,2,0.04310,0.03665, 100,  22
6,2,0.02345,0.05251, 100,  22
7,2,0.03917,0.04240, 100,  22
8,2,0.03867,0.02714, 100,  22
9,2,0.02191,0.05856, 100,  22
10,2,0.03291,0.04349, 100,  22
11,2,0.03031,0.05489, 100,  22
12,2,0.03899,0.03950, 100,  22
13,2,0.04885,0.03266, 100,  22
14,2,0.02427,0.04763, 100,  22
15,2,0.02789,0.04532, 100,  22
16,2,0.03981,0.04700, 100,  22
17,2,0.03472,0.02981, 100,  22
18,2,0.02388,0.05524, 100,  22
19,2,0.03099,0.05543, 100,  22
20,2,0.04046,0.04412, 100,  22
21,2,0.02922,0.05660, 100,  22
22,2,0.03784,0.04165, 100,  22
23,2,0.03966,0.03904, 100,  22
24,2,0.03820,0.03408, 100,  22
25,2,0.04801,0.04382, 100,  22
26,2,0.02328,0.05409, 100,  22
27,2,0.03402,0.04317, 100,  22
28,2,0.03152,0.04402, 100,  22
29,2,0.01973,0.05046, 100,  22
30,2,0.03988,0.03415, 100,  22
31,2,0.05111,0.04401, 100,  22
32,2,0.04234,0.03978, 100,  22
33,2,0.03967,0.04442, 100,  22
34,2,0.02140,0.05319, 100,  22
35,2,0.02513,0.03547, 100,  22
36,2,0.03134,0.05335, 100,  22
37,2,0.03313,0.04619, 100,  22
38,2,0.05289,0.03840, 100,  22
39,2,0.04814,0.03418, 100,  22
40,2,0.04688,0.03185, 100,  22
41,2,0.03510,0.04487, 100,  22
42,2,0.02637,0.04605, 100,  22
43,2,0.02685,0.05646, 100,  22
44,2,0.03342,0.03821, 100,  22
45,2,0.04134,0.05009, 100,  22
46,2,0.02553,0.06110, 100,  22
47,2,0.04389,0.02973, 100,  22
48,2,0.05002,0.02715, 100,  22
49,2,0.02856,0.04195, 100,  22
50,2,0.02647,0.04698, 100,  22
51,2,0.03423,0.03134, 100,  22
52,2,0.04006,0.05135, 100,  22
53,2,0.05704,0.03420, 100,  22
54,2,0.02898,0.04077, 100,  22
55,2,0.02947,0.05919, 100,  22
56,2,0.02497,0.04872, 100,  22
57,2,0.03678,0.04015, 100,  22
58,2,0.02254,0.06547, 100,  22
59,2,0.04274,0.02531, 100,  22
60,2,0.02522,0.04885, 100,  22
61,2,0.02794,0.06021, 100,  22
62,2,0.03415,0.05428, 100,  22
63,2,0.04598,0.03568, 100,  22
64,2,0.03938,0.02856, 100,  22
65,2,0.04234,0.03714, 100,  22
66,2,0.03155,0.04295, 100,  22
67,2,0.03648,0.03840, 100,  22
68,2,0.02284,0.05606, 100,  22
