2D Network settings: o=[ 4.0 18.0 ] nConns=40 nHidden=22 trials=68

run,hemisphere,global_target,local_target,nConns,nHidden
1,1,0.03454,0.05409,  40,  22
2,1,0.04422,0.04634,  40,  22
3,1,0.04044,0.04466,  40,  22
4,1,0.03740,0.04579,  40,  22
5,1,0.03714,0.04838,  40,  22
6,1,0.03884,0.04290,  40,  22
7,1,0.04257,0.03388,  40,  22
8,1,0.04770,0.03412,  40,  22
9,1,0.03560,0.04152,  40,  22
10,1,0.04504,0.03951,  40,  22
11,1,0.04470,0.04588,  40,  22
12,1,0.03029,0.03653,  40,  22
13,1,0.04166,0.03819,  40,  22
14,1,0.04761,0.03812,  40,  22
15,1,0.02647,0.04049,  40,  22
16,1,0.04295,0.04257,  40,  22
17,1,0.04279,0.04699,  40,  22
18,1,0.04865,0.03909,  40,  22
19,1,0.03694,0.03757,  40,  22
20,1,0.03265,0.04417,  40,  22
21,1,0.03271,0.04882,  40,  22
22,1,0.03819,0.04131,  40,  22
23,1,0.03854,0.04119,  40,  22
24,1,0.04938,0.03323,  40,  22
25,1,0.03606,0.03187,  40,  22
26,1,0.02051,0.06674,  40,  22
27,1,0.03387,0.03284,  40,  22
28,1,0.04237,0.04047,  40,  22
29,1,0.03775,0.03498,  40,  22
30,1,0.02480,0.04306,  40,  22
31,1,0.04261,0.03964,  40,  22
32,1,0.04334,0.03729,  40,  22
33,1,0.06001,0.02214,  40,  22
34,1,0.04252,0.04764,  40,  22
35,1,0.04836,0.02376,  40,  22
36,1,0.04003,0.05383,  40,  22
37,1,0.04869,0.04086,  40,  22
38,1,0.04802,0.04438,  40,  22
39,1,0.03436,0.05306,  40,  22
40,1,0.04372,0.02867,  40,  22
41,1,0.03759,0.03879,  40,  22
42,1,0.02662,0.04585,  40,  22
43,1,0.02305,0.03477,  40,  22
44,1,0.04449,0.04026,  40,  22
45,1,0.05247,0.04181,  40,  22
46,1,0.04051,0.03875,  40,  22
47,1,0.05293,0.04088,  40,  22
48,1,0.04504,0.05322,  40,  22
49,1,0.03012,0.03460,  40,  22
50,1,0.02706,0.07110,  40,  22
51,1,0.05835,0.04710,  40,  22
52,1,0.04242,0.04293,  40,  22
53,1,0.03861,0.04738,  40,  22
54,1,0.02276,0.04128,  40,  22
55,1,0.03633,0.03751,  40,  22
56,1,0.02619,0.03856,  40,  22
57,1,0.03100,0.04212,  40,  22
58,1,0.04125,0.03110,  40,  22
59,1,0.05194,0.04427,  40,  22
60,1,0.04835,0.03991,  40,  22
61,1,0.03555,0.04681,  40,  22
62,1,0.04339,0.04062,  40,  22
63,1,0.04131,0.03685,  40,  22
64,1,0.05187,0.03135,  40,  22
65,1,0.02207,0.04957,  40,  22
66,1,0.03190,0.03551,  40,  22
67,1,0.03416,0.04810,  40,  22
68,1,0.03332,0.04545,  40,  22
1,2,0.02532,0.03894,  40,  22
2,2,0.01821,0.06434,  40,  22
3,2,0.03663,0.04023,  40,  22
4,2,0.03733,0.03894,  40,  22
5,2,0.02005,0.04504,  40,  22
6,2,0.02928,0.04119,  40,  22
7,2,0.02857,0.04438,  40,  22
8,2,0.02424,0.05560,  40,  22
9,2,0.04211,0.03942,  40,  22
10,2,0.01384,0.04801,  40,  22
11,2,0.01309,0.02183,  40,  22
12,2,0.02421,0.06514,  40,  22
13,2,0.02448,0.04034,  40,  22
14,2,0.02678,0.04986,  40,  22
15,2,0.03978,0.03538,  40,  22
16,2,0.02875,0.04179,  40,  22
17,2,0.02327,0.04268,  40,  22
18,2,0.03694,0.03612,  40,  22
19,2,0.05967,0.02448,  40,  22
20,2,0.02923,0.04703,  40,  22
21,2,0.03006,0.04556,  40,  22
22,2,0.02365,0.05125,  40,  22
23,2,0.03270,0.04499,  40,  22
24,2,0.03157,0.05443,  40,  22
25,2,0.02716,0.03186,  40,  22
26,2,0.01602,0.06967,  40,  22
27,2,0.02446,0.04646,  40,  22
28,2,0.02154,0.04221,  40,  22
29,2,0.03960,0.04107,  40,  22
30,2,0.02513,0.05109,  40,  22
31,2,0.03585,0.02688,  40,  22
32,2,0.03552,0.04113,  40,  22
33,2,0.03800,0.03997,  40,  22
34,2,0.03295,0.04376,  40,  22
35,2,0.03792,0.03473,  40,  22
36,2,0.03605,0.04327,  40,  22
37,2,0.03721,0.04534,  40,  22
38,2,0.04375,0.03314,  40,  22
39,2,0.02066,0.05660,  40,  22
40,2,0.04154,0.04262,  40,  22
41,2,0.02448,0.04274,  40,  22
42,2,0.03593,0.04562,  40,  22
43,2,0.03432,0.03682,  40,  22
44,2,0.02058,0.06203,  40,  22
45,2,0.02976,0.05310,  40,  22
46,2,0.03787,0.03671,  40,  22
47,2,0.03685,0.04349,  40,  22
48,2,0.03368,0.03079,  40,  22
49,2,0.01495,0.05453,  40,  22
50,2,0.02746,0.05893,  40,  22
51,2,0.02134,0.03652,  40,  22
52,2,0.03356,0.03811,  40,  22
53,2,0.02518,0.05015,  40,  22
54,2,0.02366,0.04058,  40,  22
55,2,0.02796,0.04496,  40,  22
56,2,0.01825,0.03998,  40,  22
57,2,0.04029,0.04216,  40,  22
58,2,0.03009,0.04442,  40,  22
59,2,0.03039,0.04398,  40,  22
60,2,0.02519,0.06186,  40,  22
61,2,0.03160,0.05384,  40,  22
62,2,0.04068,0.02647,  40,  22
63,2,0.02623,0.05126,  40,  22
64,2,0.03933,0.02893,  40,  22
65,2,0.03447,0.04211,  40,  22
66,2,0.03324,0.05622,  40,  22
67,2,0.02728,0.03206,  40,  22
68,2,0.03177,0.04303,  40,  22
