2D Network settings: o=[ 4.0 18.0 ] nConns=125 nHidden=22 trials=68

run,hemisphere,global_target,local_target,nConns,nHidden
1,1,0.04028,0.03523, 125,  22
2,1,0.04678,0.02629, 125,  22
3,1,0.04002,0.03074, 125,  22
4,1,0.02390,0.04234, 125,  22
5,1,0.03263,0.03985, 125,  22
6,1,0.04125,0.02945, 125,  22
7,1,0.05837,0.01942, 125,  22
8,1,0.04299,0.03116, 125,  22
9,1,0.02598,0.05538, 125,  22
10,1,0.05115,0.02663, 125,  22
11,1,0.06040,0.02241, 125,  22
12,1,0.03160,0.03980, 125,  22
13,1,0.06479,0.01473, 125,  22
14,1,0.03876,0.04300, 125,  22
15,1,0.03639,0.03812, 125,  22
16,1,0.03007,0.03498, 125,  22
17,1,0.04115,0.04026, 125,  22
18,1,0.04229,0.04347, 125,  22
19,1,0.02941,0.04854, 125,  22
20,1,0.03559,0.03823, 125,  22
21,1,0.02168,0.03907, 125,  22
22,1,0.03335,0.03755, 125,  22
23,1,0.03339,0.03004, 125,  22
24,1,0.03546,0.03878, 125,  22
25,1,0.04858,0.03990, 125,  22
26,1,0.05364,0.03043, 125,  22
27,1,0.04532,0.03685, 125,  22
28,1,0.02891,0.04501, 125,  22
29,1,0.03041,0.03266, 125,  22
30,1,0.04791,0.02391, 125,  22
31,1,0.03202,0.04462, 125,  22
32,1,0.04854,0.03500, 125,  22
33,1,0.02105,0.04292, 125,  22
34,1,0.02112,0.04990, 125,  22
35,1,0.02440,0.05106, 125,  22
36,1,0.04347,0.03175, 125,  22
37,1,0.04271,0.04018, 125,  22
38,1,0.03717,0.04104, 125,  22
39,1,0.03179,0.03707, 125,  22
40,1,0.03002,0.04455, 125,  22
41,1,0.03119,0.04628, 125,  22
42,1,0.03663,0.03438, 125,  22
43,1,0.04314,0.02878, 125,  22
44,1,0.03012,0.05092, 125,  22
45,1,0.05480,0.02551, 125,  22
46,1,0.02659,0.05102, 125,  22
47,1,0.03650,0.02508, 125,  22
48,1,0.03739,0.03947, 125,  22
49,1,0.03586,0.03610, 125,  22
50,1,0.02586,0.05410, 125,  22
51,1,0.05351,0.03273, 125,  22
52,1,0.01588,0.06241, 125,  22
53,1,0.03077,0.02903, 125,  22
54,1,0.02986,0.05002, 125,  22
55,1,0.03954,0.04105, 125,  22
56,1,0.03661,0.03622, 125,  22
57,1,0.04643,0.04886, 125,  22
58,1,0.03988,0.04137, 125,  22
59,1,0.03021,0.04333, 125,  22
60,1,0.02832,0.03566, 125,  22
61,1,0.05445,0.02983, 125,  22
62,1,0.03083,0.05204, 125,  22
63,1,0.03216,0.03555, 125,  22
64,1,0.04529,0.04398, 125,  22
65,1,0.03110,0.03972, 125,  22
66,1,0.03260,0.03094, 125,  22
67,1,0.03895,0.04166, 125,  22
68,1,0.02793,0.04911, 125,  22
1,2,0.02412,0.04951, 125,  22
2,2,0.01930,0.07197, 125,  22
3,2,0.02771,0.05340, 125,  22
4,2,0.04684,0.03292, 125,  22
5,2,0.02160,0.04350, 125,  22
6,2,0.04683,0.02721, 125,  22
7,2,0.03148,0.04176, 125,  22
8,2,0.03476,0.04034, 125,  22
9,2,0.04026,0.04079, 125,  22
10,2,0.03599,0.03839, 125,  22
11,2,0.03245,0.04228, 125,  22
12,2,0.02398,0.04352, 125,  22
13,2,0.06031,0.02734, 125,  22
14,2,0.04238,0.02845, 125,  22
15,2,0.03869,0.03213, 125,  22
16,2,0.04021,0.03125, 125,  22
17,2,0.02647,0.05407, 125,  22
18,2,0.03850,0.02615, 125,  22
19,2,0.02701,0.04135, 125,  22
20,2,0.04684,0.03862, 125,  22
21,2,0.05345,0.02485, 125,  22
22,2,0.04054,0.04292, 125,  22
23,2,0.03174,0.04493, 125,  22
24,2,0.03967,0.04324, 125,  22
25,2,0.02451,0.03953, 125,  22
26,2,0.04298,0.03173, 125,  22
27,2,0.02745,0.06187, 125,  22
28,2,0.03780,0.02914, 125,  22
29,2,0.03305,0.04277, 125,  22
30,2,0.04232,0.04605, 125,  22
31,2,0.04006,0.02868, 125,  22
32,2,0.02511,0.05641, 125,  22
33,2,0.05278,0.03556, 125,  22
34,2,0.03680,0.03478, 125,  22
35,2,0.03851,0.04127, 125,  22
36,2,0.02123,0.04086, 125,  22
37,2,0.03122,0.04089, 125,  22
38,2,0.03611,0.05729, 125,  22
39,2,0.03892,0.03724, 125,  22
40,2,0.03618,0.03436, 125,  22
41,2,0.02003,0.04729, 125,  22
42,2,0.03244,0.05880, 125,  22
43,2,0.04325,0.03932, 125,  22
44,2,0.04217,0.03183, 125,  22
45,2,0.04077,0.03773, 125,  22
46,2,0.04395,0.02020, 125,  22
47,2,0.04842,0.02280, 125,  22
48,2,0.03680,0.04326, 125,  22
49,2,0.03468,0.04144, 125,  22
50,2,0.02302,0.04888, 125,  22
51,2,0.03027,0.05075, 125,  22
52,2,0.03170,0.03693, 125,  22
53,2,0.03819,0.03921, 125,  22
54,2,0.04124,0.03328, 125,  22
55,2,0.03146,0.04063, 125,  22
56,2,0.03225,0.04652, 125,  22
57,2,0.04963,0.02981, 125,  22
58,2,0.04030,0.03903, 125,  22
59,2,0.03716,0.03863, 125,  22
60,2,0.03375,0.03354, 125,  22
61,2,0.02944,0.02804, 125,  22
62,2,0.03142,0.04658, 125,  22
63,2,0.03018,0.05406, 125,  22
64,2,0.03775,0.04248, 125,  22
65,2,0.03060,0.05519, 125,  22
66,2,0.02682,0.04605, 125,  22
67,2,0.04889,0.03568, 125,  22
68,2,0.02523,0.05289, 125,  22
