2D Network settings: o=[ 4.0 18.0 ] nConns=200 nHidden=13 trials=68

run,hemisphere,global_target,local_target,nConns,nHidden
1,1,0.04352,0.05080, 200,  13
2,1,0.02435,0.04683, 200,  13
3,1,0.03946,0.04496, 200,  13
4,1,0.04070,0.01565, 200,  13
5,1,0.02867,0.02644, 200,  13
6,1,0.04502,0.03675, 200,  13
7,1,0.03695,0.04965, 200,  13
8,1,0.04042,0.04680, 200,  13
9,1,0.04680,0.04546, 200,  13
10,1,0.03003,0.03835, 200,  13
11,1,0.05226,0.02830, 200,  13
12,1,0.06054,0.03513, 200,  13
13,1,0.04114,0.02992, 200,  13
14,1,0.01482,0.03257, 200,  13
15,1,0.04371,0.01862, 200,  13
16,1,0.02948,0.05127, 200,  13
17,1,0.04659,0.05634, 200,  13
18,1,0.02329,0.02554, 200,  13
19,1,0.02339,0.05237, 200,  13
20,1,0.02405,0.04128, 200,  13
21,1,0.06073,0.03822, 200,  13
22,1,0.04541,0.02207, 200,  13
23,1,0.03287,0.03318, 200,  13
24,1,0.02421,0.05211, 200,  13
25,1,0.02469,0.04823, 200,  13
26,1,0.03431,0.03817, 200,  13
27,1,0.04262,0.04143, 200,  13
28,1,0.03753,0.02565, 200,  13
29,1,0.04966,0.02480, 200,  13
30,1,0.03175,0.03789, 200,  13
31,1,0.05352,0.02276, 200,  13
32,1,0.04725,0.04409, 200,  13
33,1,0.03075,0.05822, 200,  13
34,1,0.02324,0.04727, 200,  13
35,1,0.04516,0.02776, 200,  13
36,1,0.04689,0.04775, 200,  13
37,1,0.04264,0.03895, 200,  13
38,1,0.04067,0.03673, 200,  13
39,1,0.03738,0.03608, 200,  13
40,1,0.04094,0.04547, 200,  13
41,1,0.05520,0.03259, 200,  13
42,1,0.04983,0.06338, 200,  13
43,1,0.04510,0.04736, 200,  13
44,1,0.02458,0.03566, 200,  13
45,1,0.04187,0.02733, 200,  13
46,1,0.03981,0.05067, 200,  13
47,1,0.02187,0.05481, 200,  13
48,1,0.04201,0.03037, 200,  13
49,1,0.03452,0.03424, 200,  13
50,1,0.02694,0.02663, 200,  13
51,1,0.04848,0.04558, 200,  13
52,1,0.05487,0.03407, 200,  13
53,1,0.02789,0.04271, 200,  13
54,1,0.04505,0.02440, 200,  13
55,1,0.05177,0.03605, 200,  13
56,1,0.03956,0.05014, 200,  13
57,1,0.02746,0.04265, 200,  13
58,1,0.02570,0.02575, 200,  13
59,1,0.04800,0.01949, 200,  13
60,1,0.02342,0.04974, 200,  13
61,1,0.02472,0.02371, 200,  13
62,1,0.03283,0.03944, 200,  13
63,1,0.02998,0.05413, 200,  13
64,1,0.03813,0.03096, 200,  13
65,1,0.03065,0.05164, 200,  13
66,1,0.02923,0.05162, 200,  13
67,1,0.02398,0.04875, 200,  13
68,1,0.02376,0.02947, 200,  13
1,2,0.04532,0.05793, 200,  13
2,2,0.03939,0.03571, 200,  13
3,2,0.02422,0.04865, 200,  13
4,2,0.04277,0.04018, 200,  13
5,2,0.04097,0.03658, 200,  13
6,2,0.03275,0.04728, 200,  13
7,2,0.02585,0.04089, 200,  13
8,2,0.04777,0.01712, 200,  13
9,2,0.03716,0.04608, 200,  13
10,2,0.04035,0.04650, 200,  13
11,2,0.03795,0.03251, 200,  13
12,2,0.02422,0.06069, 200,  13
13,2,0.05318,0.02219, 200,  13
14,2,0.02344,0.03717, 200,  13
15,2,0.02371,0.03743, 200,  13
16,2,0.03595,0.04489, 200,  13
17,2,0.02849,0.05036, 200,  13
18,2,0.04138,0.04861, 200,  13
19,2,0.05266,0.05460, 200,  13
20,2,0.03218,0.04543, 200,  13
21,2,0.01508,0.06202, 200,  13
22,2,0.03734,0.05970, 200,  13
23,2,0.02748,0.03175, 200,  13
24,2,0.04365,0.05403, 200,  13
25,2,0.04241,0.05081, 200,  13
26,2,0.02481,0.02477, 200,  13
27,2,0.04180,0.03956, 200,  13
28,2,0.04475,0.01939, 200,  13
29,2,0.04694,0.02807, 200,  13
30,2,0.04188,0.02709, 200,  13
31,2,0.03317,0.03666, 200,  13
32,2,0.04797,0.04151, 200,  13
33,2,0.04411,0.04277, 200,  13
34,2,0.05225,0.02460, 200,  13
35,2,0.04805,0.02983, 200,  13
36,2,0.02317,0.02916, 200,  13
37,2,0.04356,0.03735, 200,  13
38,2,0.02878,0.05173, 200,  13
39,2,0.04076,0.05012, 200,  13
40,2,0.03235,0.04854, 200,  13
41,2,0.05880,0.02424, 200,  13
42,2,0.03882,0.03785, 200,  13
43,2,0.05162,0.03715, 200,  13
44,2,0.02339,0.05407, 200,  13
45,2,0.04729,0.03005, 200,  13
46,2,0.03843,0.04544, 200,  13
47,2,0.02399,0.04330, 200,  13
48,2,0.06282,0.02525, 200,  13
49,2,0.05106,0.03566, 200,  13
50,2,0.03090,0.03747, 200,  13
51,2,0.02273,0.05042, 200,  13
52,2,0.01797,0.05587, 200,  13
53,2,0.03424,0.04866, 200,  13
54,2,0.03134,0.05477, 200,  13
55,2,0.02939,0.06946, 200,  13
56,2,0.03325,0.03010, 200,  13
57,2,0.03230,0.03892, 200,  13
58,2,0.03641,0.03389, 200,  13
59,2,0.02122,0.02738, 200,  13
60,2,0.03942,0.04482, 200,  13
61,2,0.03330,0.03248, 200,  13
62,2,0.05029,0.02513, 200,  13
63,2,0.05161,0.02623, 200,  13
64,2,0.04074,0.02194, 200,  13
65,2,0.03607,0.02246, 200,  13
66,2,0.04506,0.03143, 200,  13
67,2,0.03993,0.05540, 200,  13
68,2,0.02196,0.05168, 200,  13
