2D Network settings: o=[ 4.0 18.0 ] nConns=150 nHidden=22 trials=68

run,hemisphere,global_target,local_target,nConns,nHidden
1,1,0.03744,0.02335, 150,  22
2,1,0.03372,0.04181, 150,  22
3,1,0.03316,0.03772, 150,  22
4,1,0.02304,0.03386, 150,  22
5,1,0.02270,0.05229, 150,  22
6,1,0.02452,0.05200, 150,  22
7,1,0.02098,0.04556, 150,  22
8,1,0.04347,0.03273, 150,  22
9,1,0.05775,0.02012, 150,  22
10,1,0.04461,0.03018, 150,  22
11,1,0.04085,0.03830, 150,  22
12,1,0.04559,0.01789, 150,  22
13,1,0.03280,0.03180, 150,  22
14,1,0.03663,0.03159, 150,  22
15,1,0.02781,0.04003, 150,  22
16,1,0.02897,0.04763, 150,  22
17,1,0.04952,0.02783, 150,  22
18,1,0.02764,0.06197, 150,  22
19,1,0.04421,0.02926, 150,  22
20,1,0.04718,0.02267, 150,  22
21,1,0.04895,0.02722, 150,  22
22,1,0.02878,0.05361, 150,  22
23,1,0.03350,0.04567, 150,  22
24,1,0.03306,0.04770, 150,  22
25,1,0.03312,0.03735, 150,  22
26,1,0.02190,0.04472, 150,  22
27,1,0.02813,0.04028, 150,  22
28,1,0.03714,0.02450, 150,  22
29,1,0.02902,0.03242, 150,  22
30,1,0.03431,0.03732, 150,  22
31,1,0.03425,0.03507, 150,  22
32,1,0.02381,0.06155, 150,  22
33,1,0.06600,0.01466, 150,  22
34,1,0.03299,0.04124, 150,  22
35,1,0.03343,0.03770, 150,  22
36,1,0.04723,0.02310, 150,  22
37,1,0.03802,0.02970, 150,  22
38,1,0.02770,0.04285, 150,  22
39,1,0.02361,0.03970, 150,  22
40,1,0.04398,0.03664, 150,  22
41,1,0.02832,0.03268, 150,  22
42,1,0.02378,0.03407, 150,  22
43,1,0.03126,0.02954, 150,  22
44,1,0.03408,0.02780, 150,  22
45,1,0.02713,0.04167, 150,  22
46,1,0.02906,0.04137, 150,  22
47,1,0.02765,0.04817, 150,  22
48,1,0.06515,0.02647, 150,  22
49,1,0.04312,0.02948, 150,  22
50,1,0.03097,0.03963, 150,  22
51,1,0.03681,0.03615, 150,  22
52,1,0.04494,0.03866, 150,  22
53,1,0.02187,0.04248, 150,  22
54,1,0.03288,0.03861, 150,  22
55,1,0.05834,0.02684, 150,  22
56,1,0.04916,0.03507, 150,  22
57,1,0.04108,0.02955, 150,  22
58,1,0.02245,0.06207, 150,  22
59,1,0.02765,0.02384, 150,  22
60,1,0.04145,0.03298, 150,  22
61,1,0.04778,0.04084, 150,  22
62,1,0.02873,0.03210, 150,  22
63,1,0.03263,0.04341, 150,  22
64,1,0.02053,0.05449, 150,  22
65,1,0.02270,0.05680, 150,  22
66,1,0.02486,0.04710, 150,  22
67,1,0.03485,0.02762, 150,  22
68,1,0.02172,0.06332, 150,  22
1,2,0.02752,0.04779, 150,  22
2,2,0.01870,0.05584, 150,  22
3,2,0.03937,0.04084, 150,  22
4,2,0.03054,0.03898, 150,  22
5,2,0.02452,0.04885, 150,  22
6,2,0.03120,0.04260, 150,  22
7,2,0.03974,0.02496, 150,  22
8,2,0.03868,0.03982, 150,  22
9,2,0.03080,0.04328, 150,  22
10,2,0.03115,0.03307, 150,  22
11,2,0.02312,0.06131, 150,  22
12,2,0.04902,0.02394, 150,  22
13,2,0.03529,0.03851, 150,  22
14,2,0.03619,0.02872, 150,  22
15,2,0.03840,0.02121, 150,  22
16,2,0.03102,0.02934, 150,  22
17,2,0.03819,0.03750, 150,  22
18,2,0.02757,0.05137, 150,  22
19,2,0.02618,0.04706, 150,  22
20,2,0.02792,0.02348, 150,  22
21,2,0.03678,0.02452, 150,  22
22,2,0.02762,0.04783, 150,  22
23,2,0.04487,0.03510, 150,  22
24,2,0.03908,0.04302, 150,  22
25,2,0.02675,0.05326, 150,  22
26,2,0.02838,0.04158, 150,  22
27,2,0.03206,0.04256, 150,  22
28,2,0.04385,0.02921, 150,  22
29,2,0.03480,0.03388, 150,  22
30,2,0.05202,0.03286, 150,  22
31,2,0.02996,0.05183, 150,  22
32,2,0.03556,0.04093, 150,  22
33,2,0.03126,0.04019, 150,  22
34,2,0.02193,0.03510, 150,  22
35,2,0.01889,0.04487, 150,  22
36,2,0.02860,0.03657, 150,  22
37,2,0.04377,0.03127, 150,  22
38,2,0.02601,0.04888, 150,  22
39,2,0.05042,0.02501, 150,  22
40,2,0.04084,0.03711, 150,  22
41,2,0.03785,0.04739, 150,  22
42,2,0.03352,0.03805, 150,  22
43,2,0.03832,0.02715, 150,  22
44,2,0.04345,0.03146, 150,  22
45,2,0.03468,0.03657, 150,  22
46,2,0.01813,0.05135, 150,  22
47,2,0.03595,0.04517, 150,  22
48,2,0.04328,0.03242, 150,  22
49,2,0.03371,0.04612, 150,  22
50,2,0.03632,0.01620, 150,  22
51,2,0.03467,0.03288, 150,  22
52,2,0.03031,0.05170, 150,  22
53,2,0.03617,0.03746, 150,  22
54,2,0.02182,0.04116, 150,  22
55,2,0.01738,0.06040, 150,  22
56,2,0.04103,0.03094, 150,  22
57,2,0.03442,0.04298, 150,  22
58,2,0.02505,0.03606, 150,  22
59,2,0.04200,0.03025, 150,  22
60,2,0.02747,0.02785, 150,  22
61,2,0.02263,0.05116, 150,  22
62,2,0.02761,0.05824, 150,  22
63,2,0.02439,0.05030, 150,  22
64,2,0.04729,0.02681, 150,  22
65,2,0.03070,0.04287, 150,  22
66,2,0.03820,0.03753, 150,  22
67,2,0.03526,0.03619, 150,  22
68,2,0.02041,0.04122, 150,  22
