2D Network settings: o=[ 4.0 18.0 ] nConns=120 nHidden=30 trials=68

run,hemisphere,global_target,local_target,nConns,nHidden
1,1,0.03589,0.04235, 120,  30
2,1,0.03532,0.03154, 120,  30
3,1,0.03225,0.04301, 120,  30
4,1,0.02336,0.04053, 120,  30
5,1,0.02615,0.04910, 120,  30
6,1,0.02814,0.03876, 120,  30
7,1,0.03336,0.02732, 120,  30
8,1,0.03224,0.03557, 120,  30
9,1,0.04155,0.03164, 120,  30
10,1,0.02900,0.02824, 120,  30
11,1,0.02447,0.04114, 120,  30
12,1,0.04133,0.02976, 120,  30
13,1,0.02380,0.05913, 120,  30
14,1,0.02917,0.01945, 120,  30
15,1,0.02003,0.04791, 120,  30
16,1,0.01734,0.05356, 120,  30
17,1,0.03478,0.05505, 120,  30
18,1,0.03851,0.03000, 120,  30
19,1,0.03048,0.03504, 120,  30
20,1,0.03764,0.02511, 120,  30
21,1,0.03380,0.02903, 120,  30
22,1,0.04021,0.03127, 120,  30
23,1,0.04175,0.03193, 120,  30
24,1,0.04282,0.03360, 120,  30
25,1,0.02639,0.04134, 120,  30
26,1,0.03078,0.04468, 120,  30
27,1,0.04551,0.03381, 120,  30
28,1,0.04572,0.03778, 120,  30
29,1,0.03965,0.02610, 120,  30
30,1,0.03569,0.02403, 120,  30
31,1,0.04287,0.04169, 120,  30
32,1,0.03245,0.02677, 120,  30
33,1,0.02785,0.06895, 120,  30
34,1,0.04700,0.02796, 120,  30
35,1,0.02024,0.04331, 120,  30
36,1,0.06286,0.01909, 120,  30
37,1,0.03539,0.03096, 120,  30
38,1,0.04217,0.03442, 120,  30
39,1,0.03820,0.02265, 120,  30
40,1,0.03663,0.02904, 120,  30
41,1,0.03256,0.03154, 120,  30
42,1,0.06096,0.02751, 120,  30
43,1,0.05483,0.02311, 120,  30
44,1,0.04062,0.02570, 120,  30
45,1,0.02524,0.03502, 120,  30
46,1,0.03844,0.04230, 120,  30
47,1,0.03622,0.03726, 120,  30
48,1,0.05626,0.03626, 120,  30
49,1,0.02774,0.04124, 120,  30
50,1,0.05091,0.03550, 120,  30
51,1,0.03249,0.05129, 120,  30
52,1,0.04617,0.02624, 120,  30
53,1,0.02966,0.04647, 120,  30
54,1,0.03598,0.02953, 120,  30
55,1,0.03827,0.04216, 120,  30
56,1,0.04226,0.03173, 120,  30
57,1,0.03729,0.02795, 120,  30
58,1,0.02901,0.03478, 120,  30
59,1,0.02356,0.03704, 120,  30
60,1,0.02681,0.04958, 120,  30
61,1,0.04121,0.03384, 120,  30
62,1,0.03306,0.03463, 120,  30
63,1,0.03010,0.03293, 120,  30
64,1,0.03955,0.03569, 120,  30
65,1,0.03113,0.03587, 120,  30
66,1,0.03632,0.04051, 120,  30
67,1,0.02880,0.03490, 120,  30
68,1,0.02544,0.04589, 120,  30
1,2,0.02756,0.03536, 120,  30
2,2,0.03363,0.05142, 120,  30
3,2,0.03135,0.03389, 120,  30
4,2,0.03412,0.02886, 120,  30
5,2,0.02030,0.06670, 120,  30
6,2,0.01987,0.05071, 120,  30
7,2,0.03783,0.03733, 120,  30
8,2,0.02728,0.04822, 120,  30
9,2,0.03063,0.04170, 120,  30
10,2,0.02049,0.03737, 120,  30
11,2,0.02726,0.03141, 120,  30
12,2,0.02452,0.04829, 120,  30
13,2,0.03433,0.04256, 120,  30
14,2,0.03782,0.03839, 120,  30
15,2,0.03436,0.03927, 120,  30
16,2,0.04145,0.02657, 120,  30
17,2,0.02679,0.05426, 120,  30
18,2,0.02510,0.04349, 120,  30
19,2,0.04267,0.02211, 120,  30
20,2,0.02349,0.04473, 120,  30
21,2,0.02199,0.04467, 120,  30
22,2,0.03890,0.03894, 120,  30
23,2,0.04484,0.03136, 120,  30
24,2,0.03854,0.03199, 120,  30
25,2,0.03699,0.03873, 120,  30
26,2,0.03824,0.03099, 120,  30
27,2,0.01917,0.05025, 120,  30
28,2,0.02687,0.04987, 120,  30
29,2,0.02889,0.03387, 120,  30
30,2,0.03374,0.03848, 120,  30
31,2,0.02069,0.05290, 120,  30
32,2,0.02530,0.03902, 120,  30
33,2,0.01289,0.07446, 120,  30
34,2,0.03409,0.03828, 120,  30
35,2,0.04480,0.03404, 120,  30
36,2,0.03114,0.04161, 120,  30
37,2,0.04497,0.02700, 120,  30
38,2,0.03417,0.04101, 120,  30
39,2,0.02862,0.03411, 120,  30
40,2,0.02269,0.04527, 120,  30
41,2,0.02272,0.05182, 120,  30
42,2,0.02962,0.03597, 120,  30
43,2,0.03098,0.03898, 120,  30
44,2,0.03134,0.03118, 120,  30
45,2,0.03994,0.02842, 120,  30
46,2,0.02900,0.05086, 120,  30
47,2,0.02894,0.03667, 120,  30
48,2,0.02468,0.04435, 120,  30
49,2,0.01920,0.06047, 120,  30
50,2,0.02672,0.03673, 120,  30
51,2,0.03328,0.04093, 120,  30
52,2,0.03570,0.03554, 120,  30
53,2,0.04026,0.03377, 120,  30
54,2,0.03630,0.03778, 120,  30
55,2,0.03025,0.04105, 120,  30
56,2,0.03075,0.04398, 120,  30
57,2,0.02926,0.02864, 120,  30
58,2,0.05211,0.03110, 120,  30
59,2,0.02609,0.04202, 120,  30
60,2,0.02757,0.03379, 120,  30
61,2,0.04508,0.04312, 120,  30
62,2,0.03578,0.04254, 120,  30
63,2,0.03009,0.03860, 120,  30
64,2,0.02360,0.06259, 120,  30
65,2,0.03941,0.03401, 120,  30
66,2,0.02095,0.04701, 120,  30
67,2,0.03254,0.03653, 120,  30
68,2,0.03671,0.02880, 120,  30
