1D Network settings: o=[ 1.8 12.0 ] nConns=7 nHidden=14 trials=68

run,hemisphere,global_target,local_target,nConns,nHidden
1,1,0.00435,0.00105,   7,  14
2,1,0.00551,0.00572,   7,  14
3,1,0.01202,0.00589,   7,  14
4,1,0.01455,0.00536,   7,  14
5,1,0.03605,0.02713,   7,  14
6,1,0.00861,0.01338,   7,  14
7,1,0.01471,0.00492,   7,  14
8,1,0.03280,0.00954,   7,  14
9,1,0.00774,0.01331,   7,  14
10,1,0.01536,0.00733,   7,  14
11,1,0.01359,0.04410,   7,  14
12,1,0.00578,0.00725,   7,  14
13,1,0.00758,0.00418,   7,  14
14,1,0.01283,0.02468,   7,  14
15,1,0.01576,0.01538,   7,  14
16,1,0.00370,0.00540,   7,  14
17,1,0.01139,0.00673,   7,  14
18,1,0.00498,0.00844,   7,  14
19,1,0.00384,0.01403,   7,  14
20,1,0.01260,0.00727,   7,  14
21,1,0.00984,0.00523,   7,  14
22,1,0.00584,0.00551,   7,  14
23,1,0.01316,0.00490,   7,  14
24,1,0.00551,0.00586,   7,  14
25,1,0.01661,0.01156,   7,  14
26,1,0.01065,0.01633,   7,  14
27,1,0.00000,0.00015,   7,  14
28,1,0.00302,0.00380,   7,  14
29,1,0.00712,0.00912,   7,  14
30,1,0.01099,0.01944,   7,  14
31,1,0.01703,0.00985,   7,  14
32,1,0.00497,0.00377,   7,  14
33,1,0.03002,0.01111,   7,  14
34,1,0.01548,0.01960,   7,  14
35,1,0.01172,0.00529,   7,  14
36,1,0.01839,0.01042,   7,  14
37,1,0.01076,0.01541,   7,  14
38,1,0.01637,0.02620,   7,  14
39,1,0.00571,0.01086,   7,  14
40,1,0.00835,0.00331,   7,  14
41,1,0.01743,0.01346,   7,  14
42,1,0.00752,0.00608,   7,  14
43,1,0.01192,0.00853,   7,  14
44,1,0.00921,0.00688,   7,  14
45,1,0.02000,0.00457,   7,  14
46,1,0.02313,0.01415,   7,  14
47,1,0.01030,0.01159,   7,  14
48,1,0.00958,0.01377,   7,  14
49,1,0.01907,0.00939,   7,  14
50,1,0.01893,0.00699,   7,  14
51,1,0.00382,0.00764,   7,  14
52,1,0.00777,0.00718,   7,  14
53,1,0.00754,0.00633,   7,  14
54,1,0.01153,0.00644,   7,  14
55,1,0.01262,0.00411,   7,  14
56,1,0.00862,0.01352,   7,  14
57,1,0.00827,0.01251,   7,  14
58,1,0.00991,0.00519,   7,  14
59,1,0.00757,0.00546,   7,  14
60,1,0.00530,0.00560,   7,  14
61,1,0.01619,0.01700,   7,  14
62,1,0.00510,0.00637,   7,  14
63,1,0.00903,0.02115,   7,  14
64,1,0.00879,0.01772,   7,  14
65,1,0.01410,0.01382,   7,  14
66,1,0.02020,0.00349,   7,  14
67,1,0.03164,0.00531,   7,  14
68,1,0.01796,0.02302,   7,  14
1,2,0.00252,0.05095,   7,  14
2,2,0.00719,0.00548,   7,  14
3,2,0.01431,0.00915,   7,  14
4,2,0.00608,0.01195,   7,  14
5,2,0.00756,0.02158,   7,  14
6,2,0.01064,0.01284,   7,  14
7,2,0.00562,0.01038,   7,  14
8,2,0.00904,0.04367,   7,  14
9,2,0.01026,0.01210,   7,  14
10,2,0.00509,0.00322,   7,  14
11,2,0.00987,0.01261,   7,  14
12,2,0.00491,0.01526,   7,  14
13,2,0.00536,0.00726,   7,  14
14,2,0.00688,0.00655,   7,  14
15,2,0.02658,0.05232,   7,  14
16,2,0.00633,0.01039,   7,  14
17,2,0.00391,0.01540,   7,  14
18,2,0.01245,0.00763,   7,  14
19,2,0.00902,0.01040,   7,  14
20,2,0.00743,0.01172,   7,  14
21,2,0.00929,0.00734,   7,  14
22,2,0.00829,0.00893,   7,  14
23,2,0.00960,0.02224,   7,  14
24,2,0.01653,0.00745,   7,  14
25,2,0.01306,0.00388,   7,  14
26,2,0.01590,0.02381,   7,  14
27,2,0.01024,0.01965,   7,  14
28,2,0.00444,0.00328,   7,  14
29,2,0.01128,0.00707,   7,  14
30,2,0.01539,0.02503,   7,  14
31,2,0.00651,0.00383,   7,  14
32,2,0.00436,0.00603,   7,  14
33,2,0.00473,0.00978,   7,  14
34,2,0.00660,0.00319,   7,  14
35,2,0.00614,0.01221,   7,  14
36,2,0.01312,0.00452,   7,  14
37,2,0.00632,0.00755,   7,  14
38,2,0.00483,0.00966,   7,  14
39,2,0.00653,0.01301,   7,  14
40,2,0.01048,0.00886,   7,  14
41,2,0.01148,0.01416,   7,  14
42,2,0.00686,0.01059,   7,  14
43,2,0.02205,0.01797,   7,  14
44,2,0.00373,0.01014,   7,  14
45,2,0.00572,0.01468,   7,  14
46,2,0.00641,0.00345,   7,  14
47,2,0.00933,0.01198,   7,  14
48,2,0.00703,0.00805,   7,  14
49,2,0.00457,0.02932,   7,  14
50,2,0.00545,0.01705,   7,  14
51,2,0.01689,0.02316,   7,  14
52,2,0.00808,0.02211,   7,  14
53,2,0.01909,0.01465,   7,  14
54,2,0.01192,0.00707,   7,  14
55,2,0.00675,0.00780,   7,  14
56,2,0.00423,0.00632,   7,  14
57,2,0.00957,0.00958,   7,  14
58,2,0.00562,0.00701,   7,  14
59,2,0.01135,0.00803,   7,  14
60,2,0.00969,0.00466,   7,  14
61,2,0.01825,0.01408,   7,  14
62,2,0.01431,0.01837,   7,  14
63,2,0.01136,0.00735,   7,  14
64,2,0.00842,0.02204,   7,  14
65,2,0.01448,0.01636,   7,  14
66,2,0.01230,0.02471,   7,  14
67,2,0.00329,0.01484,   7,  14
68,2,0.00436,0.00378,   7,  14
