2D Network settings: o=[ 4.0 18.0 ] nConns=100 nHidden=13 trials=68

run,hemisphere,global_target,local_target,nConns,nHidden
1,1,0.03253,0.03464, 100,  13
2,1,0.03166,0.03154, 100,  13
3,1,0.03152,0.03075, 100,  13
4,1,0.02675,0.04787, 100,  13
5,1,0.03107,0.03106, 100,  13
6,1,0.03371,0.02922, 100,  13
7,1,0.03085,0.03999, 100,  13
8,1,0.03179,0.03119, 100,  13
9,1,0.03088,0.03290, 100,  13
10,1,0.03318,0.02976, 100,  13
11,1,0.03156,0.03189, 100,  13
12,1,0.03260,0.03242, 100,  13
13,1,0.02813,0.03444, 100,  13
14,1,0.03593,0.03801, 100,  13
15,1,0.03347,0.03383, 100,  13
16,1,0.03389,0.03539, 100,  13
17,1,0.02456,0.06002, 100,  13
18,1,0.03208,0.03151, 100,  13
19,1,0.03355,0.03276, 100,  13
20,1,0.03523,0.04368, 100,  13
21,1,0.03171,0.02993, 100,  13
22,1,0.03166,0.03005, 100,  13
23,1,0.03569,0.03012, 100,  13
24,1,0.03857,0.02828, 100,  13
25,1,0.03285,0.03069, 100,  13
26,1,0.03288,0.03474, 100,  13
27,1,0.03042,0.03223, 100,  13
28,1,0.03922,0.02951, 100,  13
29,1,0.02737,0.03450, 100,  13
30,1,0.03098,0.03245, 100,  13
31,1,0.03120,0.03488, 100,  13
32,1,0.03150,0.07012, 100,  13
33,1,0.03560,0.02868, 100,  13
34,1,0.05049,0.03347, 100,  13
35,1,0.03226,0.03032, 100,  13
36,1,0.03188,0.03471, 100,  13
37,1,0.03102,0.03136, 100,  13
38,1,0.03065,0.03366, 100,  13
39,1,0.03068,0.03104, 100,  13
40,1,0.03251,0.03338, 100,  13
41,1,0.03683,0.02761, 100,  13
42,1,0.03276,0.03893, 100,  13
43,1,0.03239,0.03258, 100,  13
44,1,0.03370,0.04339, 100,  13
45,1,0.02478,0.04994, 100,  13
46,1,0.03165,0.03118, 100,  13
47,1,0.02724,0.04720, 100,  13
48,1,0.02994,0.03278, 100,  13
49,1,0.03168,0.03040, 100,  13
50,1,0.03286,0.03267, 100,  13
51,1,0.03760,0.03045, 100,  13
52,1,0.03185,0.03036, 100,  13
53,1,0.03588,0.02956, 100,  13
54,1,0.03140,0.03210, 100,  13
55,1,0.05350,0.02723, 100,  13
56,1,0.05025,0.03328, 100,  13
57,1,0.03215,0.03125, 100,  13
58,1,0.03533,0.03314, 100,  13
59,1,0.03570,0.02852, 100,  13
60,1,0.02960,0.03396, 100,  13
61,1,0.04820,0.05119, 100,  13
62,1,0.03628,0.03033, 100,  13
63,1,0.02968,0.03308, 100,  13
64,1,0.02935,0.03264, 100,  13
65,1,0.03098,0.03066, 100,  13
66,1,0.03078,0.03236, 100,  13
67,1,0.03285,0.03419, 100,  13
68,1,0.02793,0.03971, 100,  13
1,2,0.04506,0.04770, 100,  13
2,2,0.02961,0.03853, 100,  13
3,2,0.04116,0.04333, 100,  13
4,2,0.03494,0.03402, 100,  13
5,2,0.03225,0.03777, 100,  13
6,2,0.02904,0.03313, 100,  13
7,2,0.03463,0.03430, 100,  13
8,2,0.02908,0.04831, 100,  13
9,2,0.03057,0.03436, 100,  13
10,2,0.03089,0.03462, 100,  13
11,2,0.03742,0.02977, 100,  13
12,2,0.02725,0.04328, 100,  13
13,2,0.03690,0.03098, 100,  13
14,2,0.03190,0.03222, 100,  13
15,2,0.03368,0.05449, 100,  13
16,2,0.03407,0.03249, 100,  13
17,2,0.01771,0.06424, 100,  13
18,2,0.03411,0.03699, 100,  13
19,2,0.04933,0.02863, 100,  13
20,2,0.03507,0.03722, 100,  13
21,2,0.03382,0.04304, 100,  13
22,2,0.03358,0.03186, 100,  13
23,2,0.04637,0.02473, 100,  13
24,2,0.03009,0.03435, 100,  13
25,2,0.04044,0.04263, 100,  13
26,2,0.04345,0.02731, 100,  13
27,2,0.03931,0.04275, 100,  13
28,2,0.03421,0.03467, 100,  13
29,2,0.03137,0.03179, 100,  13
30,2,0.03270,0.03554, 100,  13
31,2,0.03112,0.03426, 100,  13
32,2,0.03394,0.03820, 100,  13
33,2,0.03997,0.02488, 100,  13
34,2,0.03299,0.03800, 100,  13
35,2,0.03231,0.03333, 100,  13
36,2,0.02696,0.04463, 100,  13
37,2,0.03643,0.03961, 100,  13
38,2,0.03636,0.03604, 100,  13
39,2,0.03119,0.03079, 100,  13
40,2,0.03525,0.03076, 100,  13
41,2,0.03683,0.04894, 100,  13
42,2,0.03102,0.04678, 100,  13
43,2,0.03336,0.03757, 100,  13
44,2,0.03378,0.04027, 100,  13
45,2,0.02690,0.04300, 100,  13
46,2,0.03810,0.03929, 100,  13
47,2,0.02850,0.03864, 100,  13
48,2,0.03658,0.02869, 100,  13
49,2,0.03107,0.03166, 100,  13
50,2,0.02837,0.05705, 100,  13
51,2,0.03332,0.03392, 100,  13
52,2,0.03613,0.05273, 100,  13
53,2,0.04276,0.03302, 100,  13
54,2,0.02691,0.04309, 100,  13
55,2,0.02950,0.03167, 100,  13
56,2,0.03339,0.03170, 100,  13
57,2,0.04450,0.02772, 100,  13
58,2,0.02611,0.04795, 100,  13
59,2,0.04001,0.03209, 100,  13
60,2,0.02968,0.03487, 100,  13
61,2,0.03758,0.04533, 100,  13
62,2,0.04719,0.02025, 100,  13
63,2,0.02823,0.03386, 100,  13
64,2,0.02751,0.03796, 100,  13
65,2,0.02303,0.04926, 100,  13
66,2,0.04302,0.02662, 100,  13
67,2,0.01622,0.06983, 100,  13
68,2,0.03049,0.05337, 100,  13
