         0         0
         0         0
         0         0
         0         0
         0         0
         0         0
         0         0
         0         0
         0         0
         0         0
         0         0
    0.0100    0.0097
    0.0100    0.0097
    0.0100    0.0097
    0.0100    0.0097
    0.0300    0.0175
    0.0400    0.0198
    0.0400    0.0198
    0.0800    0.0274
    0.1000    0.0304
    0.1200    0.0333
    0.1300    0.0347
    0.1500    0.0368
    0.1700    0.0390
    0.2000    0.0412
    0.2400    0.0428
    0.2500    0.0433
    0.2700    0.0448
    0.2800    0.0456
    0.2900    0.0461
    0.3100    0.0461
    0.3200    0.0469
    0.3200    0.0469
    0.3400    0.0479
    0.3600    0.0494
    0.3700    0.0497
    0.3700    0.0497
    0.3800    0.0502
    0.3800    0.0502
    0.4100    0.0495
    0.4300    0.0499
    0.4400    0.0502
    0.4500    0.0503
    0.4600    0.0508
    0.4800    0.0509
    0.5000    0.0502
    0.5300    0.0498
    0.5400    0.0496
    0.5600    0.0488
    0.5700    0.0485
    0.6000    0.0481
    0.6100    0.0478
    0.6200    0.0475
    0.6200    0.0475
    0.6300    0.0473
    0.6600    0.0461
    0.6700    0.0457
    0.6700    0.0457
    0.6700    0.0457
    0.6800    0.0450
    0.6800    0.0450
    0.6800    0.0450
    0.6800    0.0450
    0.6900    0.0449
    0.7000    0.0446
    0.7000    0.0446
    0.7000    0.0446
    0.7100    0.0441
    0.7300    0.0429
    0.7500    0.0414
    0.7500    0.0414
    0.7600    0.0410
    0.7700    0.0409
    0.7900    0.0399
    0.8000    0.0392
    0.8000    0.0392
    0.8100    0.0387
    0.8200    0.0381
    0.8300    0.0369
    0.8300    0.0369
    0.8300    0.0369
    0.8500    0.0351
    0.8600    0.0339
    0.8700    0.0331
    0.8800    0.0315
    0.8800    0.0315
    0.8800    0.0315
    0.8800    0.0315
    0.9000    0.0297
    0.9200    0.0268
    0.9200    0.0268
    0.9300    0.0248
    0.9300    0.0248
    0.9300    0.0248
    0.9300    0.0248
    0.9300    0.0248
    0.9300    0.0248
    0.9300    0.0248
    0.9300    0.0248
    0.9300    0.0248
    0.9400    0.0238
    0.9400    0.0238
    0.9500    0.0214
    0.9500    0.0214
    0.9500    0.0214
    0.9500    0.0214
    0.9500    0.0214
    0.9500    0.0214
    0.9500    0.0214
    0.9600    0.0194
    0.9600    0.0194
    0.9700    0.0167
    0.9700    0.0167
    0.9700    0.0167
    0.9700    0.0167
    0.9700    0.0167
    0.9700    0.0167
    0.9700    0.0167
    0.9700    0.0167
    0.9700    0.0167
    0.9700    0.0167
    0.9700    0.0167
    0.9700    0.0167
    0.9700    0.0167
    0.9700    0.0167
    0.9800    0.0135
    0.9800    0.0135
    0.9800    0.0135
    0.9800    0.0135
    0.9800    0.0135
    0.9800    0.0135
    0.9800    0.0135
    0.9800    0.0135
    0.9900    0.0100
    0.9900    0.0100
    0.9900    0.0100
    0.9900    0.0100
    0.9900    0.0100
    0.9900    0.0100
    0.9900    0.0100
    0.9900    0.0100
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
    1.0000         0
