2D Network settings: o=[ 4.0 18.0 ] nConns=120 nHidden=22 trials=68

run,hemisphere,global_target,local_target,nConns,nHidden
1,1,0.04530,0.02367, 120,  22
2,1,0.02767,0.04234, 120,  22
3,1,0.05447,0.03500, 120,  22
4,1,0.04541,0.02707, 120,  22
5,1,0.03749,0.03431, 120,  22
6,1,0.03552,0.03487, 120,  22
7,1,0.04565,0.03008, 120,  22
8,1,0.03877,0.04085, 120,  22
9,1,0.03727,0.03925, 120,  22
10,1,0.03657,0.04488, 120,  22
11,1,0.02883,0.05553, 120,  22
12,1,0.04157,0.03632, 120,  22
13,1,0.04355,0.03084, 120,  22
14,1,0.02767,0.05231, 120,  22
15,1,0.03188,0.03434, 120,  22
16,1,0.02834,0.05206, 120,  22
17,1,0.03683,0.03152, 120,  22
18,1,0.04565,0.03724, 120,  22
19,1,0.03156,0.03932, 120,  22
20,1,0.04261,0.03963, 120,  22
21,1,0.02745,0.05299, 120,  22
22,1,0.04698,0.03581, 120,  22
23,1,0.03985,0.03387, 120,  22
24,1,0.03418,0.04378, 120,  22
25,1,0.05411,0.02914, 120,  22
26,1,0.03110,0.04851, 120,  22
27,1,0.05597,0.02340, 120,  22
28,1,0.04776,0.03680, 120,  22
29,1,0.05351,0.01869, 120,  22
30,1,0.04258,0.03373, 120,  22
31,1,0.04057,0.03311, 120,  22
32,1,0.05274,0.02757, 120,  22
33,1,0.03522,0.04607, 120,  22
34,1,0.03712,0.03537, 120,  22
35,1,0.02519,0.04973, 120,  22
36,1,0.02336,0.05467, 120,  22
37,1,0.03351,0.03144, 120,  22
38,1,0.03406,0.05034, 120,  22
39,1,0.04641,0.04235, 120,  22
40,1,0.03707,0.03483, 120,  22
41,1,0.04365,0.04421, 120,  22
42,1,0.03868,0.04527, 120,  22
43,1,0.04270,0.03406, 120,  22
44,1,0.03517,0.03688, 120,  22
45,1,0.01854,0.06911, 120,  22
46,1,0.03696,0.04292, 120,  22
47,1,0.03257,0.05135, 120,  22
48,1,0.04732,0.02897, 120,  22
49,1,0.03639,0.03185, 120,  22
50,1,0.03898,0.03693, 120,  22
51,1,0.02959,0.05153, 120,  22
52,1,0.03382,0.03461, 120,  22
53,1,0.02287,0.04902, 120,  22
54,1,0.05111,0.02380, 120,  22
55,1,0.03759,0.04195, 120,  22
56,1,0.05557,0.03225, 120,  22
57,1,0.04008,0.02356, 120,  22
58,1,0.02996,0.03865, 120,  22
59,1,0.03822,0.04598, 120,  22
60,1,0.04352,0.02570, 120,  22
61,1,0.03645,0.04343, 120,  22
62,1,0.04050,0.04227, 120,  22
63,1,0.02710,0.04728, 120,  22
64,1,0.06311,0.01872, 120,  22
65,1,0.02756,0.04301, 120,  22
66,1,0.04837,0.02028, 120,  22
67,1,0.03038,0.04397, 120,  22
68,1,0.04031,0.03682, 120,  22
1,2,0.03177,0.05203, 120,  22
2,2,0.03174,0.04580, 120,  22
3,2,0.03148,0.03981, 120,  22
4,2,0.02222,0.05148, 120,  22
5,2,0.04331,0.04241, 120,  22
6,2,0.03512,0.04693, 120,  22
7,2,0.05652,0.02537, 120,  22
8,2,0.02529,0.04927, 120,  22
9,2,0.04098,0.03351, 120,  22
10,2,0.03271,0.05169, 120,  22
11,2,0.02197,0.04348, 120,  22
12,2,0.03423,0.04454, 120,  22
13,2,0.02289,0.05484, 120,  22
14,2,0.03102,0.05454, 120,  22
15,2,0.02924,0.04604, 120,  22
16,2,0.03941,0.04296, 120,  22
17,2,0.03000,0.04870, 120,  22
18,2,0.02786,0.04334, 120,  22
19,2,0.04573,0.02600, 120,  22
20,2,0.02599,0.04335, 120,  22
21,2,0.03359,0.04658, 120,  22
22,2,0.03302,0.04211, 120,  22
23,2,0.03430,0.04039, 120,  22
24,2,0.02925,0.04908, 120,  22
25,2,0.03248,0.04945, 120,  22
26,2,0.02754,0.04623, 120,  22
27,2,0.02175,0.05273, 120,  22
28,2,0.02729,0.03824, 120,  22
29,2,0.02888,0.04687, 120,  22
30,2,0.05817,0.02237, 120,  22
31,2,0.02986,0.04901, 120,  22
32,2,0.03293,0.03741, 120,  22
33,2,0.04543,0.03242, 120,  22
34,2,0.03897,0.03646, 120,  22
35,2,0.03839,0.03480, 120,  22
36,2,0.03770,0.02961, 120,  22
37,2,0.03341,0.03733, 120,  22
38,2,0.02974,0.03976, 120,  22
39,2,0.03153,0.04260, 120,  22
40,2,0.02410,0.05005, 120,  22
41,2,0.03305,0.03526, 120,  22
42,2,0.03110,0.05313, 120,  22
43,2,0.03393,0.03005, 120,  22
44,2,0.04265,0.03097, 120,  22
45,2,0.03724,0.03162, 120,  22
46,2,0.03748,0.04517, 120,  22
47,2,0.03998,0.03876, 120,  22
48,2,0.03734,0.04139, 120,  22
49,2,0.03553,0.04586, 120,  22
50,2,0.04227,0.03889, 120,  22
51,2,0.03445,0.04051, 120,  22
52,2,0.03621,0.03809, 120,  22
53,2,0.05347,0.03182, 120,  22
54,2,0.02990,0.04390, 120,  22
55,2,0.02897,0.03683, 120,  22
56,2,0.02949,0.04817, 120,  22
57,2,0.03016,0.05451, 120,  22
58,2,0.02673,0.05139, 120,  22
59,2,0.03830,0.04085, 120,  22
60,2,0.04890,0.02523, 120,  22
61,2,0.03111,0.04570, 120,  22
62,2,0.03751,0.03472, 120,  22
63,2,0.04665,0.04032, 120,  22
64,2,0.02913,0.03297, 120,  22
65,2,0.02880,0.04762, 120,  22
66,2,0.02871,0.04561, 120,  22
67,2,0.04026,0.02196, 120,  22
68,2,0.02694,0.04468, 120,  22
