1D Network settings: o=[ 1.8 12.0 ] nConns=7 nHidden=12 trials=68

run,hemisphere,global_target,local_target,nConns,nHidden
1,1,0.00704,0.01860,   7,  12
2,1,0.00700,0.01328,   7,  12
3,1,0.00555,0.00825,   7,  12
4,1,0.00636,0.00264,   7,  12
5,1,0.00962,0.00647,   7,  12
6,1,0.00492,0.02650,   7,  12
7,1,0.00697,0.01351,   7,  12
8,1,0.00385,0.00965,   7,  12
9,1,0.00750,0.00637,   7,  12
10,1,0.00882,0.01369,   7,  12
11,1,0.01809,0.01254,   7,  12
12,1,0.00843,0.00564,   7,  12
13,1,0.00736,0.02649,   7,  12
14,1,0.00531,0.00853,   7,  12
15,1,0.01700,0.01208,   7,  12
16,1,0.00516,0.00586,   7,  12
17,1,0.01266,0.02180,   7,  12
18,1,0.01027,0.01035,   7,  12
19,1,0.01597,0.03146,   7,  12
20,1,0.00696,0.01612,   7,  12
21,1,0.01184,0.02505,   7,  12
22,1,0.00795,0.01563,   7,  12
23,1,0.01169,0.00791,   7,  12
24,1,0.00531,0.00834,   7,  12
25,1,0.00830,0.00394,   7,  12
26,1,0.02892,0.01414,   7,  12
27,1,0.00992,0.01355,   7,  12
28,1,0.01138,0.00922,   7,  12
29,1,0.02197,0.00852,   7,  12
30,1,0.02359,0.00868,   7,  12
31,1,0.00697,0.01135,   7,  12
32,1,0.01905,0.00575,   7,  12
33,1,0.01107,0.00979,   7,  12
34,1,0.01386,0.00871,   7,  12
35,1,0.00986,0.01851,   7,  12
36,1,0.02028,0.02730,   7,  12
37,1,0.00548,0.00865,   7,  12
38,1,0.01081,0.01180,   7,  12
39,1,0.02019,0.04373,   7,  12
40,1,0.01664,0.05381,   7,  12
41,1,0.00405,0.00980,   7,  12
42,1,0.03274,0.01102,   7,  12
43,1,0.00583,0.01762,   7,  12
44,1,0.00526,0.01163,   7,  12
45,1,0.00576,0.00845,   7,  12
46,1,0.00876,0.00305,   7,  12
47,1,0.00582,0.02282,   7,  12
48,1,0.00669,0.01000,   7,  12
49,1,0.01299,0.01726,   7,  12
50,1,0.01508,0.03261,   7,  12
51,1,0.00539,0.01268,   7,  12
52,1,0.02014,0.02133,   7,  12
53,1,0.01005,0.00918,   7,  12
54,1,0.00966,0.01446,   7,  12
55,1,0.00365,0.01635,   7,  12
56,1,0.01563,0.00714,   7,  12
57,1,0.00979,0.02204,   7,  12
58,1,0.01673,0.02126,   7,  12
59,1,0.01370,0.04250,   7,  12
60,1,0.00339,0.00667,   7,  12
61,1,0.02637,0.01480,   7,  12
62,1,0.00681,0.00748,   7,  12
63,1,0.01299,0.01468,   7,  12
64,1,0.00623,0.01283,   7,  12
65,1,0.02961,0.00625,   7,  12
66,1,0.01113,0.00579,   7,  12
67,1,0.02338,0.01750,   7,  12
68,1,0.00775,0.01538,   7,  12
1,2,0.01015,0.03253,   7,  12
2,2,0.00763,0.05084,   7,  12
3,2,0.01693,0.01357,   7,  12
4,2,0.00892,0.02302,   7,  12
5,2,0.01020,0.10101,   7,  12
6,2,0.00463,0.00972,   7,  12
7,2,0.00817,0.04905,   7,  12
8,2,0.02971,0.03452,   7,  12
9,2,0.01146,0.03698,   7,  12
10,2,0.01202,0.03582,   7,  12
11,2,0.00185,0.01258,   7,  12
12,2,0.00270,0.02384,   7,  12
13,2,0.00551,0.01416,   7,  12
14,2,0.01192,0.04802,   7,  12
15,2,0.00761,0.04184,   7,  12
16,2,0.01371,0.02194,   7,  12
17,2,0.01503,0.04275,   7,  12
18,2,0.00600,0.01013,   7,  12
19,2,0.00953,0.02259,   7,  12
20,2,0.01310,0.00858,   7,  12
21,2,0.00173,0.01426,   7,  12
22,2,0.01831,0.05606,   7,  12
23,2,0.00577,0.02656,   7,  12
24,2,0.00932,0.05737,   7,  12
25,2,0.00198,0.01571,   7,  12
26,2,0.00864,0.02216,   7,  12
27,2,0.00000,0.00000,   7,  12
28,2,0.00481,0.02920,   7,  12
29,2,0.00502,0.03306,   7,  12
30,2,0.00605,0.02759,   7,  12
31,2,0.01206,0.01354,   7,  12
32,2,0.01090,0.01347,   7,  12
33,2,0.01472,0.01188,   7,  12
34,2,0.01179,0.04713,   7,  12
35,2,0.01122,0.08053,   7,  12
36,2,0.01720,0.01899,   7,  12
37,2,0.00623,0.01823,   7,  12
38,2,0.00790,0.00991,   7,  12
39,2,0.01148,0.00429,   7,  12
40,2,0.00179,0.04721,   7,  12
41,2,0.01090,0.02127,   7,  12
42,2,0.00684,0.03294,   7,  12
43,2,0.01033,0.02711,   7,  12
44,2,0.01774,0.02675,   7,  12
45,2,0.01247,0.02765,   7,  12
46,2,0.00755,0.02903,   7,  12
47,2,0.00763,0.08697,   7,  12
48,2,0.00827,0.07343,   7,  12
49,2,0.00936,0.01021,   7,  12
50,2,0.00294,0.01534,   7,  12
51,2,0.01231,0.08617,   7,  12
52,2,0.00880,0.03529,   7,  12
53,2,0.00605,0.01570,   7,  12
54,2,0.01515,0.03827,   7,  12
55,2,0.01891,0.02446,   7,  12
56,2,0.00647,0.04186,   7,  12
57,2,0.00323,0.01306,   7,  12
58,2,0.01188,0.03179,   7,  12
59,2,0.00587,0.04795,   7,  12
60,2,0.01694,0.03578,   7,  12
61,2,0.02517,0.04572,   7,  12
62,2,0.00497,0.02609,   7,  12
63,2,0.00617,0.02453,   7,  12
64,2,0.01451,0.03048,   7,  12
65,2,0.00247,0.01599,   7,  12
66,2,0.01237,0.03560,   7,  12
67,2,0.01543,0.03240,   7,  12
68,2,0.00474,0.03568,   7,  12
